year,pay,orless,over2,over3,over4,over6,over8,over10,over12,over14,over16,over18,over20,over22,over24,over26,over28,over30,over32,over34,over36,over38,over40,average,bas,grade
2010,O-3E,,,,4883.4,5117.1,5373.9,5540.1,5813.4,6043.5,6175.8,6355.8,6355.8,6355.8,6355.8,6355.8,6355.8,6355.8,6355.8,6355.8,6355.8,6355.8,6355.8,6064.04,223.04,203
2010,E-1,1447.2,,,,,,,,,,,,,,,,,,,,,,1447.2,323.87,301
2010,E-2,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,1622.1,323.87,302
2010,E-3,1705.8,1813.2,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1908.14,323.87,303
2010,E-4,1889.7,1986.3,2094,2199.9,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2293.8,2248.1,323.87,304
2010,E-5,2061.3,2199.3,2305.5,2414.4,2583.9,2761.8,2906.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2924.7,2777.43,323.87,305
2010,E-6,2249.7,2475.3,2584.5,2690.7,2801.4,3051,3148.2,3336,3393.6,3435.6,3484.5,3484.5,3484.5,3484.5,3484.5,3484.5,3484.5,3484.5,3484.5,3484.5,3484.5,3484.5,3226.36,323.87,306
2010,E-7,2601,2838.9,2947.5,3091.8,3204,3396.9,3505.5,3699,3859.5,3969,4085.7,4131.3,4282.8,4364.4,4674.6,4674.6,4674.6,4674.6,4674.6,4674.6,4674.6,4674.6,3971.55,323.87,307
2010,E-8,,,,,,3741.6,3907.2,4009.5,4132.5,4265.4,4505.4,4626.9,4833.9,4948.5,5231.4,5231.4,5336.4,5336.4,5336.4,5336.4,5336.4,5336.4,4791.3,323.87,308
2010,E-9,,,,,,,4570.8,4674.3,4804.8,4958.4,5112.9,5361.6,5571.3,5792.4,6129.9,6129.9,6436.2,6436.2,6758.4,6758.4,7096.5,7096.5,5855.53,323.87,309
2010,W-1,2683.5,2971.8,3049.8,3213.9,3408.3,3694.2,3827.7,4014.3,4197.9,4342.2,4475.4,4636.8,4636.8,4636.8,4636.8,4636.8,4636.8,4636.8,4636.8,4636.8,4636.8,4636.8,4131.08,223.04,501
2010,W-2,3057,3346.2,3435.3,3496.5,3694.8,4002.9,4155.3,4305.9,4489.5,4633.2,4763.4,4918.8,5021.4,5102.7,5102.7,5102.7,5102.7,5102.7,5102.7,5102.7,5102.7,5102.7,4511.11,223.04,502
2010,W-3,3454.5,3598.5,3746.1,3794.7,3949.5,4254,4571.1,4720.2,4892.7,5070.9,5390.4,5606.7,5736,5873.4,6060,6060,6060,6060,6060,6060,6060,6060,5142.67,223.04,503
2010,W-4,3783,4069.5,4186.5,4301.1,4499.1,4695,4893,5191.8,5453.4,5702.1,5905.5,6104.1,6396,6635.4,6909,6909,7047,7047,7047,7047,7047,7047,5814.34,223.04,504
2010,W-5,,,,,,,,,,,,6726.6,7068,7322.1,7603.5,7603.5,7983.9,7983.9,8383.2,8383.2,8802.6,8802.6,7878.46,223.04,505
2011,O-1,2784,2897.4,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3502.5,3442.34,223.84,101
2011,O-2,3207.3,3652.8,4207.2,4349.1,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4438.5,4332.25,223.84,102
2011,O-3,3711.9,4208.1,4542,4951.8,5188.8,5449.2,5617.8,5894.7,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,5641.38,223.84,103
2011,O-4,4221.9,4887.3,5213.4,5286,5588.7,5913.3,6317.4,6632.1,6851.1,6976.5,7049.1,7049.1,7049.1,7049.1,7049.1,7049.1,7049.1,7049.1,7049.1,7049.1,7049.1,7049.1,6476.22,223.84,104
2011,O-5,4893,5512.2,5893.8,5965.8,6203.7,6346.2,6659.4,6889.2,7186.2,7640.7,7856.7,8070.3,8313.3,8313.3,8313.3,8313.3,8313.3,8313.3,8313.3,8313.3,8313.3,8313.3,7375.01,223.84,105
2011,O-6,5869.5,6448.5,6871.5,6871.5,6897.6,7193.4,7232.4,7232.4,7643.4,8370.3,8796.9,9222.9,9465.6,9711.3,10187.7,10187.7,10391.1,10391.1,10391.1,10391.1,10391.1,10391.1,8661.33,223.84,106
2011,O-7,7919.1,8287.2,8457.3,8592.6,8837.7,9079.8,9359.7,9638.7,9918.6,10798.2,11540.7,11540.7,11540.7,11540.7,11599.5,11599.5,11831.7,11831.7,11831.7,11831.7,11831.7,11831.7,10511,223.84,107
2011,O-8,9530.7,9842.7,10050,10107.9,10366.5,10798.2,10899,11308.8,11426.4,11779.8,12291,12762.3,13077.3,13077.3,13077.3,13077.3,13404.3,13404.3,13739.4,13739.4,13739.4,13739.4,12056.3,223.84,108
2011,O-9,,,,,,,,,,,,13469.7,13663.8,13944,14433,14433,15155.1,15155.1,15912.9,15912.9,16708.5,16708.5,15045.1,223.84,109
2011,O-10,,,,,,,,,,,,15400.8,15475.8,15797.7,16358.4,16358.4,17176.2,17176.2,18034.8,18034.8,18936.9,18936.9,17062.4,223.84,110
2011,O-1E,,,,3502.5,3740.4,3878.7,4020.3,4158.9,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4349.1,4220.43,223.84,201
2011,O-2E,,,,4349.1,4438.5,4580.1,4818.6,5002.8,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5140.2,5007.99,223.84,202
2011,O-3E,,,,4951.8,5188.8,5449.2,5617.8,5894.7,6128.1,6262.2,6444.9,6444.9,6444.9,6444.9,6444.9,6444.9,6444.9,6444.9,6444.9,6444.9,6444.9,6444.9,6149.02,223.84,203
2011,E-1,1467.6,,,,,,,,,,,,,,,,,,,,,,1467.6,325.04,301
2011,E-2,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,1644.9,325.04,302
2011,E-3,1729.8,1838.7,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1934.93,325.04,303
2011,E-4,1916.1,2014.2,2123.4,2230.8,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2325.9,2279.58,325.04,304
2011,E-5,2090.1,2230.2,2337.9,2448.3,2620.2,2800.5,2947.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2965.5,2816.24,325.04,305
2011,E-6,2281.2,2510.1,2620.8,2728.5,2840.7,3093.6,3192.3,3382.8,3441,3483.6,3533.4,3533.4,3533.4,3533.4,3533.4,3533.4,3533.4,3533.4,3533.4,3533.4,3533.4,3533.4,3271.61,325.04,306
2011,E-7,2637.3,2878.5,2988.9,3135,3249,3444.6,3554.7,3750.9,3913.5,4024.5,4143,4189.2,4342.8,4425.6,4740,4740,4740,4740,4740,4740,4740,4740,4027.16,325.04,307
2011,E-8,,,,,,3794.1,3961.8,4065.6,4190.4,4325.1,4568.4,4691.7,4901.7,5017.8,5304.6,5304.6,5411.1,5411.1,5411.1,5411.1,5411.1,5411.1,4858.38,325.04,308
2011,E-9,,,,,,,4634.7,4739.7,4872,5027.7,5184.6,5436.6,5649.3,5873.4,6215.7,6215.7,6526.2,6526.2,6852.9,6852.9,7195.8,7195.8,5937.45,325.04,309
2011,W-1,2721,3013.5,3092.4,3258.9,3456,3745.8,3881.4,4070.4,4256.7,4403.1,4538.1,4701.6,4701.6,4701.6,4701.6,4701.6,4701.6,4701.6,4701.6,4701.6,4701.6,4701.6,4188.86,223.84,501
2011,W-2,3099.9,3393,3483.3,3545.4,3746.4,4059,4213.5,4366.2,4552.5,4698,4830,4987.8,5091.6,5174.1,5174.1,5174.1,5174.1,5174.1,5174.1,5174.1,5174.1,5174.1,4574.25,223.84,502
2011,W-3,3502.8,3648.9,3798.6,3847.8,4004.7,4313.7,4635,4786.2,4961.1,5142,5466,5685.3,5816.4,5955.6,6144.9,6144.9,6144.9,6144.9,6144.9,6144.9,6144.9,6144.9,5214.7,223.84,503
2011,W-4,3836.1,4126.5,4245,4361.4,4562.1,4760.7,4961.4,5264.4,5529.6,5781.9,5988.3,6189.6,6485.4,6728.4,7005.6,7005.6,7145.7,7145.7,7145.7,7145.7,7145.7,7145.7,5895.74,223.84,504
2011,W-5,,,,,,,,,,,,6820.8,7167,7424.7,7710,7710,8095.8,8095.8,8500.5,8500.5,8925.9,8925.9,7988.81,223.84,505
2012,O-1,2828.4,2943.9,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3558.6,3497.47,239.96,101
2012,O-2,3258.6,3711.3,4274.4,4418.7,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4509.6,4401.63,239.96,102
2012,O-3,3771.3,4275.3,4614.6,5031,5271.9,5536.5,5707.8,5988.9,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,6135.6,5731.62,239.96,103
2012,O-4,4289.4,4965.6,5296.8,5370.6,5678.1,6007.8,6418.5,6738.3,6960.6,7088.1,7161.9,7161.9,7161.9,7161.9,7161.9,7161.9,7161.9,7161.9,7161.9,7161.9,7161.9,7161.9,6579.85,239.96,104
2012,O-5,4971.3,5600.4,5988,6061.2,6303,6447.6,6765.9,6999.3,7301.1,7763.1,7982.4,8199.3,8446.2,8446.2,8446.2,8446.2,8446.2,8446.2,8446.2,8446.2,8446.2,8446.2,7492.94,239.96,105
2012,O-6,5963.4,6551.7,6981.3,6981.3,7008,7308.6,7348.2,7348.2,7765.8,8504.1,8937.6,9370.5,9617.1,9866.7,10350.6,10350.6,10557.3,10557.3,10557.3,10557.3,10557.3,10557.3,8799.89,239.96,106
2012,O-7,8045.7,8419.8,8592.6,8730,8979,9225,9509.4,9792.9,10077.3,10971,11725.5,11725.5,11725.5,11725.5,11785.2,11785.2,12021,12021,12021,12021,12021,12021,10679.1,239.96,107
2012,O-8,9683.1,10000.2,10210.8,10269.6,10532.4,10971,11073.3,11489.7,11609.1,11968.2,12487.8,12966.6,13286.4,13286.4,13286.4,13286.4,13618.8,13618.8,13959.3,13959.3,13959.3,13959.3,12249.2,239.96,108
2012,O-9,,,,,,,,,,,,13685.1,13882.5,14167.2,14664,14664,15397.5,15397.5,16167.6,16167.6,16975.8,16975.8,15285.9,239.96,109
2012,O-10,,,,,,,,,,,,15647.1,15723.3,16050.6,16620,16620,17451,17451,18323.4,18323.4,19239.9,19239.9,17335.4,239.96,110
2012,O-1E,,,,3558.6,3800.1,3940.8,4084.5,4225.5,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4418.7,4287.96,239.96,201
2012,O-2E,,,,4418.7,4509.6,4653.3,4895.7,5082.9,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5222.4,5088.09,239.96,202
2012,O-3E,,,,5031,5271.9,5536.5,5707.8,5988.9,6226.2,6362.4,6548.1,6548.1,6548.1,6548.1,6548.1,6548.1,6548.1,6548.1,6548.1,6548.1,6548.1,6548.1,6247.47,239.96,203
2012,E-1,1491,,,,,,,,,,,,,,,,,,,,,,1491,348.44,301
2012,E-2,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,1671.3,348.44,302
2012,E-3,1757.4,1868.1,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1981.2,1965.89,348.44,303
2012,E-4,1946.7,2046.3,2157.3,2266.5,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2363.1,2316.03,348.44,304
2012,E-5,2123.4,2265.9,2375.4,2487.6,2662.2,2845.2,2994.6,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,2861.26,348.44,305
2012,E-6,2317.8,2550.3,2662.8,2772.3,2886.3,3143.1,3243.3,3436.8,3496.2,3539.4,3589.8,3589.8,3589.8,3589.8,3589.8,3589.8,3589.8,3589.8,3589.8,3589.8,3589.8,3589.8,3323.9,348.44,306
2012,E-7,2679.6,2924.7,3036.6,3185.1,3300.9,3499.8,3611.7,3810.9,3976.2,4089,4209.3,4256.1,4412.4,4496.4,4815.9,4815.9,4815.9,4815.9,4815.9,4815.9,4815.9,4815.9,4091.63,348.44,307
2012,E-8,,,,,,3854.7,4025.1,4130.7,4257.3,4394.4,4641.6,4766.7,4980,5098.2,5389.5,5389.5,5497.8,5497.8,5497.8,5497.8,5497.8,5497.8,4936.15,348.44,308
2012,E-9,,,,,,,4708.8,4815.6,4950,5108.1,5267.7,5523.6,5739.6,5967.3,6315.3,6315.3,6630.6,6630.6,6962.4,6962.4,7311,7311,6032.46,348.44,309
2012,W-1,2764.5,3061.8,3141.9,3311.1,3511.2,3805.8,3943.5,4135.5,4324.8,4473.6,4610.7,4776.9,4776.9,4776.9,4776.9,4776.9,4776.9,4776.9,4776.9,4776.9,4776.9,4776.9,4255.92,239.96,501
2012,W-2,3149.4,3447.3,3539.1,3602.1,3806.4,4123.8,4281,4436.1,4625.4,4773.3,4907.4,5067.6,5173.2,5256.9,5256.9,5256.9,5256.9,5256.9,5256.9,5256.9,5256.9,5256.9,4647.46,239.96,502
2012,W-3,3558.9,3707.4,3859.5,3909.3,4068.9,4382.7,4709.1,4862.7,5040.6,5224.2,5553.6,5776.2,5909.4,6051,6243.3,6243.3,6243.3,6243.3,6243.3,6243.3,6243.3,6243.3,5298.18,239.96,503
2012,W-4,3897.6,4192.5,4312.8,4431.3,4635,4836.9,5040.9,5348.7,5618.1,5874.3,6084,6288.6,6589.2,6836.1,7117.8,7117.8,7260,7260,7260,7260,7260,7260,5990.07,239.96,504
2012,W-5,,,,,,,,,,,,6930,7281.6,7543.5,7833.3,7833.3,8225.4,8225.4,8636.4,8636.4,9068.7,9068.7,8116.61,239.96,505
2013,O-1,2876.4,2994,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3619.2,3557.02,242.6,101
2013,O-2,3314.1,3774.3,4347,4493.7,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4586.4,4476.56,242.6,102
2013,O-3,3835.5,4347.9,4692.9,5116.5,5361.6,5630.7,5804.7,6090.6,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,5829.11,242.6,103
2013,O-4,4362.3,5049.9,5386.8,5461.8,5774.7,6109.8,6527.7,6852.9,7078.8,7208.7,7283.7,7283.7,7283.7,7283.7,7283.7,7283.7,7283.7,7283.7,7283.7,7283.7,7283.7,7283.7,6691.72,242.6,104
2013,O-5,5055.9,5695.5,6089.7,6164.1,6410.1,6557.1,6880.8,7118.4,7425.3,7895.1,8118,8338.8,8589.9,8589.9,8589.9,8589.9,8589.9,8589.9,8589.9,8589.9,8589.9,8589.9,7620.35,242.6,105
2013,O-6,6064.8,6663,7100.1,7100.1,7127.1,7432.8,7473,7473,7897.8,8648.7,9089.4,9529.8,9780.6,10034.4,10526.7,10526.7,10736.7,10736.7,10736.7,10736.7,10736.7,10736.7,8949.46,242.6,106
2013,O-7,8182.5,8562.9,8738.7,8878.5,9131.7,9381.9,9671.1,9959.4,10248.6,11157.6,11924.7,11924.7,11924.7,11924.7,11985.6,11985.6,12225.3,12225.3,12225.3,12225.3,12225.3,12225.3,10860.7,242.6,107
2013,O-8,9847.8,10170.3,10384.5,10444.2,10711.5,11157.6,11261.4,11685,11806.5,12171.6,12700.2,13187.1,13512.3,13512.3,13512.3,13512.3,13850.4,13850.4,14196.6,14196.6,14196.6,14196.6,12457.5,242.6,108
2013,O-9,,,,,,,,,,,,13917.6,14118.6,14408.1,14913.3,14913.3,15659.4,15659.4,16442.4,16442.4,17264.4,17264.4,15545.8,242.6,109
2013,O-10,,,,,,,,,,,,15913.2,15990.6,16323.6,16902.6,16902.6,17747.7,17747.7,18634.8,18634.8,19566.9,19566.9,17630.1,242.6,110
2013,O-1E,,,,3619.2,3864.6,4007.7,4153.8,4297.2,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4493.7,4360.75,242.6,201
2013,O-2E,,,,4493.7,4586.4,4732.5,4978.8,5169.3,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5311.2,5174.61,242.6,202
2013,O-3E,,,,5116.5,5361.6,5630.7,5804.7,6090.6,6332.1,6470.7,6659.4,6659.4,6659.4,6659.4,6659.4,6659.4,6659.4,6659.4,6659.4,6659.4,6659.4,6659.4,6353.67,242.6,203
2013,E-1,1516.2,,,,,,,,,,,,,,,,,,,,,,1516.2,352.27,301
2013,E-2,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,1699.8,352.27,302
2013,E-3,1787.4,1899.9,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,2014.8,1999.24,352.27,303
2013,E-4,1979.7,2081.1,2193.9,2304.9,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2403.3,2355.41,352.27,304
2013,E-5,2159.4,2304.3,2415.9,2529.9,2707.5,2893.5,3045.6,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,3064.2,2909.96,352.27,305
2013,E-6,2357.1,2593.8,2708.1,2819.4,2935.5,3196.5,3298.5,3495.3,3555.6,3599.7,3650.7,3650.7,3650.7,3650.7,3650.7,3650.7,3650.7,3650.7,3650.7,3650.7,3650.7,3650.7,3380.36,352.27,306
2013,E-7,2725.2,2974.5,3088.2,3239.1,3357,3559.2,3673.2,3875.7,4043.7,4158.6,4281,4328.4,4487.4,4572.9,4897.8,4897.8,4897.8,4897.8,4897.8,4897.8,4897.8,4897.8,4161.2,352.27,307
2013,E-8,,,,,,3920.1,4093.5,4200.9,4329.6,4469.1,4720.5,4847.7,5064.6,5184.9,5481,5481,5591.4,5591.4,5591.4,5591.4,5591.4,5591.4,5020.08,352.27,308
2013,E-9,,,,,,,4788.9,4897.5,5034.3,5194.8,5357.4,5617.5,5837.1,6068.7,6422.7,6422.7,6743.4,6743.4,7080.9,7080.9,7435.2,7435.2,6135.04,352.27,309
2013,W-1,2811.6,3114,3195.3,3367.5,3570.9,3870.6,4010.4,4205.7,4398.3,4549.8,4689,4858.2,4858.2,4858.2,4858.2,4858.2,4858.2,4858.2,4858.2,4858.2,4858.2,4858.2,4328.33,242.6,501
2013,W-2,3202.8,3505.8,3599.4,3663.3,3871.2,4194,4353.9,4511.4,4704,4854.3,4990.8,5153.7,5261.1,5346.3,5346.3,5346.3,5346.3,5346.3,5346.3,5346.3,5346.3,5346.3,4726.47,242.6,502
2013,W-3,3619.5,3770.4,3925.2,3975.9,4138.2,4457.1,4789.2,4945.5,5126.4,5313,5648.1,5874.3,6009.9,6153.9,6349.5,6349.5,6349.5,6349.5,6349.5,6349.5,6349.5,6349.5,5388.3,242.6,503
2013,W-4,3963.9,4263.9,4386,4506.6,4713.9,4919.1,5126.7,5439.6,5713.5,5974.2,6187.5,6395.4,6701.1,6952.2,7238.7,7238.7,7383.3,7383.3,7383.3,7383.3,7383.3,7383.3,6091.85,242.6,504
2013,W-5,,,,,,,,,,,,7047.9,7405.5,7671.6,7966.5,7966.5,8365.2,8365.2,8783.1,8783.1,9222.9,9222.9,8254.58,242.6,505
2014,O-1,2905.2,3024,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3655.5,3592.69,246.24,101
2014,O-2,3347.1,3812.1,4390.5,4538.7,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4632.3,4521.35,246.24,102
2014,O-3,3873.9,4391.4,4739.7,5167.8,5415.3,5687.1,5862.6,6151.5,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,6302.4,5887.4,246.24,103
2014,O-4,4405.8,5100.3,5440.8,5516.4,5832.3,6171,6593.1,6921.3,7149.6,7280.7,7356.6,7356.6,7356.6,7356.6,7356.6,7356.6,7356.6,7356.6,7356.6,7356.6,7356.6,7356.6,6758.66,246.24,104
2014,O-5,5106.6,5752.5,6150.6,6225.6,6474.3,6622.8,6949.5,7189.5,7499.7,7974,8199.3,8422.2,8675.7,8675.7,8675.7,8675.7,8675.7,8675.7,8675.7,8675.7,8675.7,8675.7,7696.53,246.24,105
2014,O-6,6125.4,6729.6,7171.2,7171.2,7198.5,7507.2,7547.7,7547.7,7976.7,8735.1,9180.3,9625.2,9878.4,10134.6,10632,10632,10844.1,10844.1,10844.1,10844.1,10844.1,10844.1,9038.97,246.24,106
2014,O-7,8264.4,8648.4,8826,8967.3,9222.9,9475.8,9767.7,10059,10351.2,11269.2,12043.8,12043.8,12043.8,12043.8,12105.6,12105.6,12347.7,12347.7,12347.7,12347.7,12347.7,12347.7,10969.3,246.24,107
2014,O-8,9946.2,10272,10488.3,10548.6,10818.6,11269.2,11373.9,11802,11924.7,12293.4,12827.1,13319.1,13647.3,13647.3,13647.3,13647.3,13989,13989,14338.5,14338.5,14338.5,14338.5,12582,246.24,108
2014,O-9,,,,,,,,,,,,14056.8,14259.9,14552.1,15062.4,15062.4,15816,15816,16606.8,16606.8,17436.9,17436.9,15701.2,246.24,109
2014,O-10,,,,,,,,,,,,16072.2,16150.5,16486.8,17071.5,17071.5,17925.3,17925.3,18821.1,18821.1,19762.5,19762.5,17806.4,246.24,110
2014,O-1E,,,,3655.5,3903.3,4047.9,4195.2,4340.1,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4538.7,4404.41,246.24,201
2014,O-2E,,,,4538.7,4632.3,4779.9,5028.6,5220.9,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5364.3,5226.35,246.24,202
2014,O-3E,,,,5167.8,5415.3,5687.1,5862.6,6151.5,6395.4,6535.5,6726,6726,6726,6726,6726,6726,6726,6726,6726,6726,6726,6726,6417.22,246.24,203
2014,E-1,1531.5,,,,,,,,,,,,,,,,,,,,,,1531.5,357.55,301
2014,E-2,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,1716.9,357.55,302
2014,E-3,1805.4,1918.8,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2034.9,2019.19,357.55,303
2014,E-4,1999.5,2101.8,2215.8,2328,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2427.3,2378.93,357.55,304
2014,E-5,2181,2327.4,2440.2,2555.1,2734.5,2922.3,3076.2,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,3094.8,2939.03,357.55,305
2014,E-6,2380.8,2619.6,2735.1,2847.6,2964.9,3228.6,3331.5,3530.4,3591.3,3635.7,3687.3,3687.3,3687.3,3687.3,3687.3,3687.3,3687.3,3687.3,3687.3,3687.3,3687.3,3687.3,3414.23,357.55,306
2014,E-7,2752.5,3004.2,3119.1,3271.5,3390.6,3594.9,3709.8,3914.4,4084.2,4200.3,4323.9,4371.6,4532.4,4618.5,4946.7,4946.7,4946.7,4946.7,4946.7,4946.7,4946.7,4946.7,4202.8,357.55,307
2014,E-8,,,,,,3959.4,4134.3,4242.9,4372.8,4513.8,4767.6,4896.3,5115.3,5236.8,5535.9,5535.9,5647.2,5647.2,5647.2,5647.2,5647.2,5647.2,5070.25,357.55,308
2014,E-9,,,,,,,4836.9,4946.4,5084.7,5246.7,5411.1,5673.6,5895.6,6129.3,6486.9,6486.9,6810.9,6810.9,7151.7,7151.7,7509.6,7509.6,6196.41,357.55,309
2014,W-1,2839.8,3145.2,3227.4,3401.1,3606.6,3909.3,4050.6,4247.7,4442.4,4595.4,4735.8,4906.8,4906.8,4906.8,4906.8,4906.8,4906.8,4906.8,4906.8,4906.8,4906.8,4906.8,4371.64,246.24,501
2014,W-2,3234.9,3540.9,3635.4,3699.9,3909.9,4236,4397.4,4556.4,4751.1,4902.9,5040.6,5205.3,5313.6,5399.7,5399.7,5399.7,5399.7,5399.7,5399.7,5399.7,5399.7,5399.7,4773.71,246.24,502
2014,W-3,3655.8,3808.2,3964.5,4015.8,4179.6,4501.8,4837.2,4995,5177.7,5366.1,5704.5,5933.1,6069.9,6215.4,6413.1,6413.1,6413.1,6413.1,6413.1,6413.1,6413.1,6413.1,5442.25,246.24,503
2014,W-4,4003.5,4306.5,4429.8,4551.6,4761,4968.3,5178,5493.9,5770.5,6033.9,6249.3,6459.3,6768,7021.8,7311,7311,7457.1,7457.1,7457.1,7457.1,7457.1,7457.1,6152.73,246.24,504
