year,pay,orless,over2,over3,over4,over6,over8,over10,over12,over14,over16,over18,over20,over22,over24,over26,over28,over30,over32,over34,over36,over38,over40,average,bas,grade
2005,E-2,1384.5,1384.5,1384.5,1384.5,1384.5,,,,,,,,,,,,,,,,,,1384.5,267.18,302
2005,E-3,1456.2,1547.7,1641,1641,1641,,,,,,,,,,,,,,,,,,1585.38,267.18,303
2005,E-4,1612.8,1695.6,1787.1,1877.7,1957.8,,,,,,,,,,,,,,,,,,1786.2,267.18,304
2005,E-5,1759.5,1877.1,1967.7,2060.7,2205.3,2329.8,2421.6,2450.7,2450.7,2450.7,2450.7,2450.7,2450.7,2450.7,2450.7,,,,,,,,2281.82,267.18,305
2005,E-6,1920.3,2112.6,2205.9,2296.5,2391,2604.3,2687.1,2779.2,2859.9,2888.7,2908.2,2908.2,2908.2,2908.2,2908.2,,,,,,,,2619.1,267.18,306
2005,E-7,2220,2423.1,2515.8,2638.8,2734.5,2899.5,2992.2,3084.6,3249.6,3332.4,3410.7,3458.7,3620.4,3725.1,3990,,,,,,,,3086.36,267.18,307
2005,E-8,,,,,,3193.5,3334.8,3422.1,3527.1,3640.5,3845.4,3949.2,4125.9,4224,4465.2,,,,,,,,3772.77,267.18,308
2005,E-9,,,,,,,3901.2,3989.7,4101,4232.4,4364.1,4575.9,4755,4943.7,5231.7,,,,,,,,4454.97,267.18,309
2005,W-1,2290.2,2477.7,2603.1,2684.4,2900.4,3030.9,3146.4,3275.4,3360.9,3438.3,3564.3,3659.7,3659.7,3659.7,3659.7,,,,,,,,3160.72,183.99,501
2005,W-2,2593.5,2741.7,2871.3,2965.5,3046.2,3268.2,3438,3564,3687,3771.3,3842.4,3977.4,4111.5,4247.4,4247.4,,,,,,,,3491.52,183.99,502
2005,W-3,2948.4,3071.7,3197.4,3238.8,3371.1,3522.3,3721.8,3918.9,4128.3,4285.5,4442.1,4509.3,4578.9,4730.1,4881.3,,,,,,,,3903.06,183.99,503
2005,W-4,3228.6,3473.4,3573.3,3671.4,3840.3,4007.1,4176.3,4341,4511.7,4779,4950,5117.4,5290.8,5461.8,5636.4,,,,,,,,4403.9,183.99,504
2005,W-5,,,,,,,,,,,,5548.2,5738.4,5929.2,6121.2,,,,,,,,5834.25,183.99,505
2006,O-1,2416.2,2514.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,,,,,,,,2963.04,187.49,101
2006,O-2,2783.1,3170.1,3651,3774.3,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,3852,,,,,,,,3716.7,187.49,102
2006,O-3,3221.4,3651.9,3941.7,4297.5,4503,4728.9,4875.3,5115.9,5240.7,5240.7,5240.7,5240.7,5240.7,5240.7,5240.7,,,,,,,,4734.7,187.49,103
2006,O-4,3663.9,4241.4,4524.3,4587.6,4850.1,5131.8,5482.2,5755.8,5945.4,6054.3,6117.6,6117.6,6117.6,6117.6,6117.6,,,,,,,,5388.32,187.49,104
2006,O-5,4246.5,4783.5,5115,5177.1,5383.5,5507.4,5779.2,5978.7,6236.1,6630.6,6818.1,7003.8,7214.4,7214.4,7214.4,,,,,,,,6020.18,187.49,105
2006,O-6,5094,5596.2,5963.4,5963.4,5985.9,6242.7,6276.6,6276.6,6633.3,7263.9,7634.1,8004,8214.6,8427.6,8841.3,,,,,,,,6827.84,187.49,106
2006,O-7,6872.7,7191.9,7339.8,7457.1,7669.8,7879.5,8122.5,8364.9,8607.9,9371.1,10015.8,10015.8,10015.8,10015.8,10066.5,,,,,,,,8600.46,187.49,107
2006,O-8,8271,8541.9,8721.6,8772,8996.1,9371.1,9458.1,9814.2,9916.2,10222.8,10666.2,11075.4,11348.7,11348.7,11348.7,,,,,,,,9858.18,187.49,108
2006,O-9,,,,,,,,,,,,11689.5,11857.5,12101.1,12525.6,,,,,,,,12043.4,187.49,109
2006,O-10,,,,,,,,,,,,13365,13430.4,13709.7,14196.3,,,,,,,,13675.3,187.49,110
2006,O-1E,,,,3039.6,3246.3,3366,3488.7,3609.3,3774.3,3774.3,3774.3,3774.3,3774.3,3774.3,3774.3,,,,,,,,3597.5,187.49,201
2006,O-2E,,,,3774.3,3852,3974.7,4181.4,4341.6,4460.7,4460.7,4460.7,4460.7,4460.7,4460.7,4460.7,,,,,,,,4279.08,187.49,202
2006,O-3E,,,,4297.5,4503,4728.9,4875.3,5115.9,5318.4,5434.5,5592.9,5592.9,5592.9,5592.9,5592.9,,,,,,,,5186.5,187.49,203
2006,E-1,1273.5,1273.5,1273.5,1273.5,1273.5,,,,,,,,,,,,,,,,,,1273.5,272.26,301
2006,E-2,1427.4,1427.4,1427.4,1427.4,1427.4,,,,,,,,,,,,,,,,,,1427.4,272.26,302
2006,E-3,1501.2,1595.7,1692,1692,1692,,,,,,,,,,,,,,,,,,1634.58,272.26,303
2006,E-4,1662.9,1748.1,1842.6,1935.9,2018.4,,,,,,,,,,,,,,,,,,1841.58,272.26,304
2006,E-5,1814.1,1935.3,2028.6,2124.6,2273.7,2402.1,2496.6,2526.6,2526.6,2526.6,2526.6,2526.6,2526.6,2526.6,2526.6,,,,,,,,2352.52,272.26,305
2006,E-6,1979.7,2178,2274.3,2367.6,2465.1,2685,2770.5,2865.3,2948.7,2978.1,2998.5,2998.5,2998.5,2998.5,2998.5,,,,,,,,2700.32,272.26,306
2006,E-7,2288.7,2498.1,2593.8,2720.7,2819.4,2989.5,3084.9,3180.3,3350.4,3435.6,3516.3,3565.8,3732.6,3840.6,4113.6,,,,,,,,3182.02,272.26,307
2006,E-8,,,,,,3292.5,3438.3,3528.3,3636.3,3753.3,3964.5,4071.6,4253.7,4354.8,4603.5,,,,,,,,3889.68,272.26,308
2006,E-9,,,,,,,4022.1,4113.3,4228.2,4363.5,4499.4,4717.8,4902.3,5097,5394,,,,,,,,4593.07,272.26,309
2006,W-1,2361.3,2554.5,2683.8,2767.5,2990.4,3124.8,3243.9,3376.8,3465,3544.8,3674.7,3773.1,3773.1,3773.1,3773.1,,,,,,,,3258.66,187.49,501
2006,W-2,2673.9,2826.6,2960.4,3057.3,3140.7,3369.6,3544.5,3674.4,3801.3,3888.3,3961.5,4100.7,4239,4379.1,4379.1,,,,,,,,3599.76,187.49,502
2006,W-3,3039.9,3166.8,3296.4,3339.3,3475.5,3631.5,3837.3,4040.4,4256.4,4418.4,4579.8,4649.1,4720.8,4876.8,5032.5,,,,,,,,4024.06,187.49,503
2006,W-4,3328.8,3581.1,3684,3785.1,3959.4,4131.3,4305.9,4475.7,4651.5,4927.2,5103.6,5276.1,5454.9,5631,5811,,,,,,,,4540.44,187.49,504
2006,W-5,,,,,,,,,,,,5720.1,5916.3,6113.1,6311.1,,,,,,,,6015.15,187.49,505
2007,O-1,2469.3,2569.8,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3106.5,3053.14,192.74,101
2007,O-2,2844.3,3239.7,3731.4,3857.4,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3936.6,3842.35,192.74,102
2007,O-3,3292.2,3732.3,4028.4,4392,4602,4833,4982.7,5228.4,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5355.9,5003.35,192.74,103
2007,O-4,3744.6,4334.7,4623.9,4688.4,4956.9,5244.6,5602.8,5882.4,6076.2,6187.5,6252.3,6252.3,6252.3,6252.3,6252.3,6252.3,6252.3,6252.3,6252.3,6252.3,6252.3,6252.3,5744.07,192.74,104
2007,O-5,4339.8,4888.8,5227.5,5291.1,5502,5628.6,5906.4,6110.1,6373.2,6776.4,6968.1,7158,7373.1,7373.1,7373.1,7373.1,7373.1,7373.1,7373.1,7373.1,7373.1,7373.1,6540.95,192.74,105
2007,O-6,5206.2,5719.2,6094.5,6094.5,6117.6,6380.1,6414.6,6414.6,6779.1,7423.8,7802.1,8180.1,8395.2,8613,9035.7,9035.7,9216.3,9216.3,9216.3,9216.3,9216.3,9216.3,7681.99,192.74,106
2007,O-7,7023.9,7350,7501.2,7621.2,7838.4,8052.9,8301.3,8548.8,8797.2,9577.2,10236,10236,10236,10236,10287.9,10287.9,10493.7,10493.7,10493.7,10493.7,10493.7,10493.7,9322.46,192.74,107
2007,O-8,8453.1,8729.7,8913.6,8964.9,9194.1,9577.2,9666.3,10030.2,10134.3,10447.8,10900.8,11319,11598.3,11598.3,11598.3,11598.3,11888.4,11888.4,12185.7,12185.7,12185.7,12185.7,10692.9,192.74,108
2007,O-9,,,,,,,,,,,,11946.6,12118.5,12367.2,12801.3,12801.3,13441.5,13441.5,14113.5,14113.5,14819.1,14819.1,13343.9,192.74,109
2007,O-10,,,,,,,,,,,,13659,13725.9,14011.2,14508.6,14508.6,15234,15234,15995.7,15995.7,16795.5,16795.5,15133.1,192.74,110
2007,O-1E,,,,3106.5,3317.7,3440.1,3565.5,3688.8,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3857.4,3743.27,192.74,201
2007,O-2E,,,,3857.4,3936.6,4062,4273.5,4437,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4558.8,4441.56,192.74,202
2007,O-3E,,,,4392,4602,4833,4982.7,5228.4,5435.4,5554.2,5715.9,5715.9,5715.9,5715.9,5715.9,5715.9,5715.9,5715.9,5715.9,5715.9,5715.9,5715.9,5453.61,192.74,203
2007,E-1,1301.4,,,,,,,,,,,,,,,,,,,,,,1301.4,279.88,301
2007,E-2,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,1458.9,279.88,302
2007,E-3,1534.2,1630.8,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1729.2,1715.86,279.88,303
2007,E-4,1699.5,1786.5,1883.1,1978.5,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2062.8,2021.73,279.88,304
2007,E-5,1854,1977.9,2073.3,2171.4,2323.8,2483.7,2613.9,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2630.1,2497.7,279.88,305
2007,E-6,2023.2,2226,2324.4,2419.8,2519.4,2744.1,2831.4,3000,3051.9,3089.7,3133.5,3133.5,3133.5,3133.5,3133.5,3133.5,3133.5,3133.5,3133.5,3133.5,3133.5,3133.5,2901.45,279.88,306
2007,E-7,2339.1,2553,2650.8,2780.7,2881.5,3055.2,3152.7,3326.7,3471,3569.7,3674.4,3715.5,3852,3925.2,4204.2,4204.2,4204.2,4204.2,4204.2,4204.2,4204.2,4204.2,3571.87,279.88,307
2007,E-8,,,,,,3364.8,3513.9,3606,3716.4,3835.8,4051.8,4161.3,4347.3,4450.5,4704.9,4704.9,4799.1,4799.1,4799.1,4799.1,4799.1,4799.1,4308.95,279.88,308
2007,E-9,,,,,,,4110.6,4203.9,4321.2,4459.5,4598.4,4821.6,5010.3,5209.2,5512.8,5512.8,5788.5,5788.5,6078,6078,6381.9,6381.9,5266.07,279.88,309
2007,W-1,2413.2,2672.4,2742.9,2890.5,3065.1,3322.2,3442.2,3610.2,3775.5,3905.1,4024.5,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,3715.17,192.74,501
2007,W-2,2749.2,3009.3,3089.4,3144.6,3322.8,3600,3737.1,3872.4,4037.7,4166.7,4284,4423.8,4515.9,4589.4,4589.4,4589.4,4589.4,4589.4,4589.4,4589.4,4589.4,4589.4,4057.16,192.74,502
2007,W-3,3106.8,3236.4,3369,3412.8,3552,3825.9,4110.9,4245.3,4400.4,4560.3,4847.7,5042.4,5158.5,5282.1,5450.1,5450.1,5450.1,5450.1,5450.1,5450.1,5450.1,5450.1,4625.06,192.74,503
2007,W-4,3402,3660,3765,3868.5,4046.4,4222.2,4400.7,4669.2,4904.4,5128.2,5310.9,5489.7,5752.2,5967.6,6213.6,6213.6,6337.8,6337.8,6337.8,6337.8,6337.8,6337.8,5229.14,192.74,504
2007,W-5,,,,,,,,,,,,6049.5,6356.4,6585,6838.2,6838.2,7180.2,7180.2,7539.3,7539.3,7916.4,7916.4,7085.37,192.74,505
2008,O-1,2555.7,2659.8,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3215.1,3159.89,192.74,101
2008,O-2,2943.9,3353.1,3861.9,3992.4,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,4074.3,3976.76,192.74,102
2008,O-3,3407.4,3862.8,4169.4,4545.6,4763.1,5002.2,5157,5411.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5543.4,5178.48,192.74,103
2008,O-4,3875.7,4486.5,4785.6,4852.5,5130.3,5428.2,5799,6088.2,6288.9,6404.1,6471,6471,6471,6471,6471,6471,6471,6471,6471,6471,6471,6471,5945.05,192.74,104
2008,O-5,4491.6,5059.8,5410.5,5476.2,5694.6,5825.7,6113.1,6324,6596.4,7013.7,7212,7408.5,7631.1,7631.1,7631.1,7631.1,7631.1,7631.1,7631.1,7631.1,7631.1,7631.1,6769.87,192.74,105
2008,O-6,5388.3,5919.3,6307.8,6307.8,6331.8,6603.3,6639,6639,7016.4,7683.6,8075.1,8466.3,8688.9,8914.5,9351.9,9351.9,9538.8,9538.8,9538.8,9538.8,9538.8,9538.8,7950.8,192.74,106
2008,O-7,7269.6,7607.4,7763.7,7887.9,8112.6,8334.9,8591.7,8847.9,9105,9912.3,10594.2,10594.2,10594.2,10594.2,10647.9,10647.9,10860.9,10860.9,10860.9,10860.9,10860.9,10860.9,9648.68,192.74,107
2008,O-8,8748.9,9035.1,9225.6,9278.7,9516,9912.3,10004.7,10381.2,10488.9,10813.5,11282.4,11715.3,12004.2,12004.2,12004.2,12004.2,12304.5,12304.5,12612.3,12612.3,12612.3,12612.3,11067.2,192.74,108
2008,O-9,,,,,,,,,,,,12364.8,12542.7,12800.1,13249.2,13249.2,13911.9,13911.9,14607.6,14607.6,15337.8,15337.8,13811,192.74,109
2008,O-10,,,,,,,,,,,,14137.2,14206.2,14501.7,15016.5,15016.5,15767.1,15767.1,16555.5,16555.5,17383.2,17383.2,15662.7,192.74,110
2008,O-1E,,,,3215.1,3433.8,3560.4,3690.3,3817.8,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3992.4,3874.26,192.74,201
2008,O-2E,,,,3992.4,4074.3,4204.2,4423.2,4592.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4718.4,4597.06,192.74,202
2008,O-3E,,,,4545.6,4763.1,5002.2,5157,5411.4,5625.6,5748.6,5916,5916,5916,5916,5916,5916,5916,5916,5916,5916,5916,5916,5644.5,192.74,203
2008,E-1,1347,,,,,,,,,,,,,,,,,,,,,,1347,279.88,301
2008,E-2,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,1509.9,279.88,302
2008,E-3,1587.9,1687.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1789.8,1775.99,279.88,303
2008,E-4,1758.9,1848.9,1949.1,2047.8,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2135.1,2092.57,279.88,304
2008,E-5,1918.8,2047.2,2145.9,2247.3,2405.1,2570.7,2705.4,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2,2585.15,279.88,305
2008,E-6,2094,2304,2405.7,2504.4,2607.6,2840.1,2930.4,3105,3158.7,3197.7,3243.3,3243.3,3243.3,3243.3,3243.3,3243.3,3243.3,3243.3,3243.3,3243.3,3243.3,3243.3,3003.05,279.88,306
2008,E-7,2421,2642.4,2743.5,2877.9,2982.3,3162,3263.1,3443.1,3592.5,3694.5,3803.1,3845.4,3986.7,4062.6,4351.2,4351.2,4351.2,4351.2,4351.2,4351.2,4351.2,4351.2,3696.8,279.88,307
2008,E-8,,,,,,3482.7,3636.9,3732.3,3846.6,3970.2,4193.7,4306.8,4499.4,4606.2,4869.6,4869.6,4967.1,4967.1,4967.1,4967.1,4967.1,4967.1,4459.8,279.88,308
2008,E-9,,,,,,,4254.6,4350.9,4472.4,4615.5,4759.2,4990.5,5185.8,5391.6,5705.7,5705.7,5991,5991,6290.7,6290.7,6605.4,6605.4,5450.38,279.88,309
2008,W-1,2497.8,2766,2838.9,2991.6,3172.5,3438.6,3562.8,3736.5,3907.5,4041.9,4165.5,4316.1,4316.1,4316.1,4316.1,4316.1,4316.1,4316.1,4316.1,4316.1,4316.1,4316.1,3845.3,192.74,501
2008,W-2,2845.5,3114.6,3197.4,3254.7,3439.2,3726,3867.9,4008,4179,4312.5,4434,4578.6,4674,4749.9,4749.9,4749.9,4749.9,4749.9,4749.9,4749.9,4749.9,4749.9,4199.11,192.74,502
2008,W-3,3215.4,3349.8,3486.9,3532.2,3676.2,3959.7,4254.9,4393.8,4554.3,4719.9,5017.5,5218.8,5339.1,5466.9,5640.9,5640.9,5640.9,5640.9,5640.9,5640.9,5640.9,5640.9,4786.94,192.74,503
2008,W-4,3521.1,3788.1,3896.7,4003.8,4188,4370.1,4554.6,4832.7,5076,5307.6,5496.9,5681.7,5953.5,6176.4,6431.1,6431.1,6559.5,6559.5,6559.5,6559.5,6559.5,6559.5,5412.11,192.74,504
2008,W-5,,,,,,,,,,,,6261.3,6579,6815.4,7077.6,7077.6,7431.6,7431.6,7803.3,7803.3,8193.6,8193.6,7333.45,192.74,505
2009,O-1,2655.3,2763.6,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,3340.5,,3280.4,223.04,101
2009,O-2,3058.8,3483.9,4012.5,4148.1,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,4233.3,,4127.11,223.04,102
2009,O-3,3540.3,4013.4,4332,4722.9,4948.8,5197.2,5358,5622.3,5759.7,5759.7,5759.7,5759.7,5759.7,5759.7,5759.7,5759.7,5759.7,5759.7,5759.7,5759.7,5759.7,,5362.43,223.04,103
2009,O-4,4026.9,4661.4,4972.2,5041.8,5330.4,5640,6025.2,6325.5,6534.3,6654,6723.3,6723.3,6723.3,6723.3,6723.3,6723.3,6723.3,6723.3,6723.3,6723.3,6723.3,,6150.86,223.04,104
2009,O-5,4666.8,5257.2,5621.4,5689.8,5916.6,6052.8,6351.6,6570.6,6853.8,7287.3,7493.4,7697.4,7928.7,7928.7,7928.7,7928.7,7928.7,7928.7,7928.7,7928.7,7928.7,,6991.29,223.04,105
2009,O-6,5598.3,6150.3,6553.8,6553.8,6578.7,6860.7,6897.9,6897.9,7290,7983.3,8390.1,8796.6,9027.9,9262.2,9716.7,9716.7,9910.8,9910.8,9910.8,9910.8,9910.8,,8182.33,223.04,106
2009,O-7,7553.1,7904.1,8066.4,8195.4,8429.1,8660.1,8926.8,9192.9,9460.2,10299,11007.3,11007.3,11007.3,11007.3,11063.1,11063.1,11284.5,11284.5,11284.5,11284.5,11284.5,,9965,223.04,107
2009,O-8,9090,9387.6,9585.3,9640.5,9887.1,10299,10395,10786.2,10898.1,11235.3,11722.5,12172.2,12472.5,12472.5,12472.5,12472.5,12784.5,12784.5,13104.3,13104.3,13104.3,,11422.4,223.04,108
2009,O-9,,,,,,,,,,,,12846.9,13032,13299.3,13765.8,13765.8,14454.6,14454.6,15177.3,15177.3,15936,,14191,223.04,109
2009,O-10,,,,,,,,,,,,14688.6,14760.3,15067.2,15602.1,15602.1,16382.1,16382.1,17201.1,17201.1,18061.2,,16094.8,223.04,110
2009,O-1E,,,,3340.5,3567.6,3699.3,3834.3,3966.6,4148.1,4148.1,4148.1,4148.1,4148.1,4148.1,4148.1,4148.1,4148.1,4148.1,4148.1,4148.1,4148.1,,4018.53,223.04,201
2009,O-2E,,,,4148.1,4233.3,4368.3,4595.7,4771.5,4902.3,4902.3,4902.3,4902.3,4902.3,4902.3,4902.3,4902.3,4902.3,4902.3,4902.3,4902.3,4902.3,,4769.27,223.04,202
2009,O-3E,,,,4722.9,4948.8,5197.2,5358,5622.3,5844.9,5972.7,6146.7,6146.7,6146.7,6146.7,6146.7,6146.7,6146.7,6146.7,6146.7,6146.7,6146.7,,5848.92,223.04,203
2009,E-1,1399.5,,,,,,,,,,,,,,,,,,,,,,1399.5,323.87,301
2009,E-2,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,1568.7,,1568.7,323.87,302
2009,E-3,1649.7,1753.5,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,1859.7,,1844.64,323.87,303
2009,E-4,1827.6,1920.9,2025,2127.6,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,2218.5,,2172.17,323.87,304
2009,E-5,1993.5,2127,2229.6,2334.9,2499,2670.9,2811,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,2828.4,,2679.21,323.87,305
2009,E-6,2175.6,2394,2499.6,2602.2,2709.3,2950.8,3044.7,3226.2,3282,3322.5,3369.9,3369.9,3369.9,3369.9,3369.9,3369.9,3369.9,3369.9,3369.9,3369.9,3369.9,,3108.37,323.87,306
2009,E-7,2515.5,2745.6,2850.6,2990.1,3098.7,3285.3,3390.3,3577.5,3732.6,3838.5,3951.3,3995.4,4142.1,4221,4521,4521,4521,4521,4521,4521,4521,,3808.64,323.87,307
2009,E-8,,,,,,3618.6,3778.8,3877.8,3996.6,4125,4357.2,4474.8,4674.9,4785.9,5059.5,5059.5,5160.9,5160.9,5160.9,5160.9,5160.9,,4600.82,323.87,308
2009,E-9,,,,,,,4420.5,4520.7,4646.7,4795.5,4944.9,5185.2,5388,5601.9,5928.3,5928.3,6224.7,6224.7,6536.1,6536.1,6863.1,,5582.98,323.87,309
2009,W-1,2595.3,2874,2949.6,3108.3,3296.1,3572.7,3701.7,3882.3,4059.9,4199.4,4328.1,4484.4,4484.4,4484.4,4484.4,4484.4,4484.4,4484.4,4484.4,4484.4,4484.4,,3971.97,223.04,501
2009,W-2,2956.5,3236.1,3322.2,3381.6,3573.3,3871.2,4018.8,4164.3,4341.9,4480.8,4606.8,4757.1,4856.4,4935,4935,4935,4935,4935,4935,4935,4935,,4335.57,223.04,502
2009,W-3,3340.8,3480.3,3622.8,3669.9,3819.6,4114.2,4420.8,4565.1,4731.9,4904.1,5213.1,5422.2,5547.3,5680.2,5860.8,5860.8,5860.8,5860.8,5860.8,5860.8,5860.8,,4931.33,223.04,503
2009,W-4,3658.5,3935.7,4048.8,4159.8,4351.2,4540.5,4732.2,5021.1,5274,5514.6,5711.4,5903.4,6185.7,6417.3,6681.9,6681.9,6815.4,6815.4,6815.4,6815.4,6815.4,,5566.43,223.04,504
2009,W-5,,,,,,,,,,,,6505.5,6835.5,7081.2,7353.6,7353.6,7721.4,7721.4,8107.5,8107.5,8513.1,,7530.03,223.04,505
2010,O-1,2745.6,2857.5,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3454.2,3394.87,223.04,101
2010,O-2,3162.9,3602.4,4149,4289.1,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4377.3,4272.49,223.04,102
2010,O-3,3660.6,4149.9,4479.3,4883.4,5117.1,5373.9,5540.1,5813.4,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5955.6,5563.46,223.04,103
2010,O-4,4163.7,4819.8,5141.4,5213.1,5511.6,5831.7,6230.1,6540.6,6756.6,6880.2,6951.9,6951.9,6951.9,6951.9,6951.9,6951.9,6951.9,6951.9,6951.9,6951.9,6951.9,6951.9,6386.89,223.04,104
2010,O-5,4825.5,5436,5812.5,5883.3,6117.9,6258.6,6567.6,6794.1,7086.9,7535.1,7748.1,7959,8198.4,8198.4,8198.4,8198.4,8198.4,8198.4,8198.4,8198.4,8198.4,8198.4,7273.12,223.04,105
2010,O-6,5788.5,6359.4,6776.7,6776.7,6802.5,7094.1,7132.5,7132.5,7537.8,8254.8,8675.4,9095.7,9334.8,9577.2,10047,10047,10247.7,10247.7,10247.7,10247.7,10247.7,10247.7,8541.76,223.04,106
2010,O-7,7809.9,8172.9,8340.6,8474.1,8715.6,8954.4,9230.4,9505.5,9781.8,10649.1,11381.4,11381.4,11381.4,11381.4,11439.3,11439.3,11668.2,11668.2,11668.2,11668.2,11668.2,11668.2,10365.8,223.04,107
2010,O-8,9399,9706.8,9911.1,9968.4,10223.4,10649.1,10748.4,11152.8,11268.6,11617.2,12121.2,12586.2,12896.7,12896.7,12896.7,12896.7,13219.2,13219.2,13549.8,13549.8,13549.8,13549.8,11889.8,223.04,108
2010,O-9,,,,,,,,,,,,13283.7,13475.1,13751.4,14233.8,14233.8,14946,14946,15693.3,15693.3,16477.8,16477.8,14837.5,223.04,109
2010,O-10,,,,,,,,,,,,15188.1,15262.2,15579.6,16132.5,16132.5,16939.2,16939.2,17785.8,17785.8,18675.3,18675.3,16826.9,223.04,110
2010,O-1E,,,,3454.2,3688.8,3825,3964.8,4101.6,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4289.1,4162.2,223.04,201
2010,O-2E,,,,4289.1,4377.3,4516.8,4752,4933.8,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,5069.1,4938.76,223.04,202
